"sprng_make_seed","Generates a new seed that then needs to be set equally on all nodes. This will generate a random seed according to the system time and other parameters. Pass this on to sprng_dbl or sprng_int."
"sprng_dbl","Generate a double random number using the given parameters (stream number, generator type, and seed). Valid generators are 'CMRG': Combined Multiple Recursive Generator, 'LCG': 48 Bit Linear Congruential Generator, 'LCG64': 64 Bit Linear Congruential Generator with Prime Added, 'LFG': Modified Lagged Fibonacci Generator, 'MLFG': Multiplicative Lagged Fibonacci Generator. sprng_dbl(), sprng_dbl(seed), sprng_dbl(seed, type)"
"sprng_int","Generate a	integer random number using the given parameters (stream number, generator type, and seed). Valid generators are 'CMRG': Combined Multiple Recursive Generator, 'LCG': 48 Bit Linear Congruential Generator, 'LCG64': 64 Bit Linear Congruential Generator with Prime Added, 'LFG': Modified Lagged Fibonacci Generator, 'MLFG': Multiplicative Lagged Fibonacci Generator. sprng_int(), sprng_int(seed), sprng_int(seed, type)"
